Period	chat	PlayerName	GroupPlay	TimeInfoPayoffStructureChatMessage	Dimension1_C	Dimension2_C	Dimension3_C	Dimension4_C	Dimension5_C	Dimension6_C	Dimension7_C	Dimension8_C	Dimension9_C	Dimension10_C	Dimension1_H	Dimension2_H	Dimension3_H	Dimension4_H	Dimension5_H	Dimension6_H	Dimension7_H	Dimension8_H	Dimension9_H	Dimension10_H	lie_c	lie_h	lie
1	Wenn alle etwas verdienen wollen, sollten wir Alternative B w‰hlen. Es soll Situation Y vorliegen. 	Weiﬂ  1	1	71	1	2	1	3	4	2	3	0	4	0	1	2	1	3	4	1	2	0	4	0	0	0	0
1	ich bekam Info ¸ber Situation X und daher w¸rde ich A ausw‰hlen	Weiﬂ  2	1	57	1	1	1	3	3	2	3	0	4	0	1	1	1	3	3	1	3	0	4	0	0	0	0
1	Ich w¸rde ebenfalls A ausw‰hlen, da X vorliegen soll	Weiﬂ  3	1	39	1	1	1	3	3	2	3	0	4	0	1	1	1	3	3	1	3	0	4	0	0	0	0
1	Alles klar. Danke	Weiﬂ  1	1	30	10	4	1	3	9	4	3	0	4	0	10	4	1	1	9	4	3	0	4	0	0	0	0
1	B?	Weiﬂ  1	2	105	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
1	weiﬂ2: habt ihr auch x?	Weiﬂ  2	2	93	1	4	1	3	9	4	3	0	4	0	1	4	2	3	9	4	3	0	4	0	0	0	0
1	situation X liegt vor laut meiner info	Weiﬂ  3	2	89	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
1	bei mir y	Weiﬂ  1	2	79	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
1	dann a w‰hlwn	Weiﬂ  2	2	69	10	1	1	3	3	2	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
1	japp	Weiﬂ  1	2	60	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
1	A ok	Weiﬂ  3	2	57	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
1	Mir wurde mitgeteilt es handelt sich um situation X	Weiﬂ  1	3	109	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
1	nat¸rlich A, oder ?	Weiﬂ  3	3	103	10	1	1	3	3	2	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
1	Ebenfalls 	Weiﬂ  2	3	100	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
1	demenstprechend w‰re die entscheidung f¸r A gut	Weiﬂ  1	3	94	10	1	1	3	3	2	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
1	Jo	Weiﬂ  1	3	92	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
1	jep	Weiﬂ  3	3	90	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
1	Machen wir 	Weiﬂ  2	3	87	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
1	W‰re fantastisch wenn die blauen auch mitziehen w¸rden	Weiﬂ  1	3	77	10	4	1	3	9	4	3	0	1	0	9	4	3	1	9	4	3	0	1	0	0	0	0
1	:D	Weiﬂ  3	3	73	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
1	Auch f¸r euch eine gute Chance 20 P¸nktchen zu bekommen :]	Weiﬂ  1	3	62	9	4	1	3	9	4	3	0	4	0	3	4	3	3	9	4	2	0	3	0	0	0	0
1	"das sind dann 6+ Ä ;)"	Weiﬂ  3	3	31	10	4	1	3	9	4	3	0	4	0	8	4	1	3	9	4	2	0	4	0	0	0	0
1	:O	Weiﬂ  1	3	21	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
1	"Und das ist doch fantastisch ;)"	Weiﬂ  1	3	12	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	also A	Weiﬂ  3	1	117	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
2	Mir wurde Situation Y mitgeteilt	Weiﬂ  2	1	105	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	mir X	Weiﬂ  3	1	101	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	Mir wird angezeigt es liegt Situatuion Y vor	Weiﬂ  1	1	99	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	hmmmm	Weiﬂ  2	1	98	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	ich w‰re daher f¸r B	Weiﬂ  1	1	92	10	2	1	3	4	2	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
2	dann B	Weiﬂ  3	1	91	10	2	1	3	4	2	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
2	ja	Weiﬂ  3	1	89	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	Alles klar	Weiﬂ  1	1	83	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	machen wir B	Weiﬂ  3	1	74	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
2	Hoffe unsere blauen Freunde sidn mit im Boot	Weiﬂ  1	1	74	10	4	1	3	9	4	2	0	3	0	9	4	3	3	9	4	3	0	1	0	0	0	0
2	:D	Weiﬂ  1	1	70	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	die h‰tten dann um die 3Ä	Weiﬂ  3	1	33	10	4	1	3	9	4	1	0	3	0	8	4	3	3	9	4	1	0	3	0	0	0	0
2	Und bei X sind wir dann halt alle angearscht	Weiﬂ  1	1	16	10	4	1	3	9	4	2	0	3	0	3	4	1	2	9	4	3	0	3	0	0	0	0
2	aber hey	Weiﬂ  1	1	14	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	Genau, und wenns doch x ist, haben wir halt beide nichts	Weiﬂ  2	1	11	10	4	1	3	9	4	2	0	3	0	3	4	1	1	9	4	1	0	3	0	0	0	0
2	Man kann es ja riskieren :]	Weiﬂ  1	1	4	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	aber B	Weiﬂ  3	1	2	10	2	1	3	4	2	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
2	Beim sagt das system y	Weiﬂ  1	2	111	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	bei mir auch	Weiﬂ  3	2	103	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	Es soll die Situation X vorliegen. Also w‰hlt alle Alternative A	Weiﬂ  2	2	102	1	1	1	3	3	2	3	0	4	0	1	1	1	3	8	2	3	0	4	0	0	0	0
2	also B?	Weiﬂ  3	2	97	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
2	Vielleicht habe ich eine Faschinfo	Weiﬂ  2	2	85	7	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
