Period	chat	PlayerName	GroupPlay	TimeInfoPayoffStructureChatMessage	Dimension1_C	Dimension2_C	Dimension3_C	Dimension4_C	Dimension5_C	Dimension6_C	Dimension7_C	Dimension8_C	Dimension1_H	Dimension2_H	Dimension3_H	Dimension4_H	Dimension5_H	Dimension6_H	Dimension7_H	Dimension8_H	lie_c	lie_h	lie
1	Alternative A	Weiﬂ  1	1	106	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
1	wie sieht die wahrscheinlichkeit aus?	Blau  3	1	102	8	4	1	3	9	4	3		8	4	1	3	9	4	3		0	0	0
1	70%	Weiﬂ  1	1	71	8	4	1	3	9	4	3		8	4	1	3	9	4	3		0	0	0
1	ich meine f¸r x oder y	Blau  3	1	55	8	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	was soll eintreten?	Blau  3	1	44	8	4	1	3	9	4	3		10	4	3	3	9	4	3		0	0	0
1	situation x	Weiﬂ  2	1	36	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
1	ok	Blau  3	1	31	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	bei mir stand es auch	Weiﬂ  1	1	28	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
1	Bei mir auch	Weiﬂ  3	1	19	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
1	somit alternative A	Weiﬂ  1	1	13	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
1	ok dann alternavie a??	Blau  2	1	10	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
1	jup	Weiﬂ  1	1	6	10	1	1	3	3	1	3		10	4	1	3	9	4	3		0	0	0
1	ist f¸r blau und weiﬂ gleich gut, wenn wir uns f¸r a entscheiden	Weiﬂ  2	1	0	3	1	1	3	3	1	2		3	1	1	3	3	1	1		0	0	0
1	sit x liegt vor	Weiﬂ  3	2	111	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
1	ja, sit x	Weiﬂ  1	2	104	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
1	x	Weiﬂ  2	2	98	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
1	bin f¸r a alt	Weiﬂ  3	2	97	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
1	alternative A w‰re perfekt	Blau  3	2	94	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
1	alt. a	Weiﬂ  1	2	90	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
1	ja a	Blau  2	2	84	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
1	a	Weiﬂ  2	2	83	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
1	weiﬂ 3, welche situation? 	Blau  2	2	58	10	4	5	3	9	4	3		10	4	5	3	9	4	3		0	0	0
1	x	Weiﬂ  3	2	50	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
1	=>a	Weiﬂ  3	2	42	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
1	dann m¸sste es hinhauen	Blau  2	2	40	10	4	6	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	gut a!	Blau  2	2	31	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
1	was wollen wir machen wenn situation y vorliegt	Blau  3	2	22	10	4	6	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	wenn alle drei info x haben	Blau  2	2	6	10	4	6	3	9	4	3		7	4	1	3	9	4	3		0	0	0
1	ist es unwahrscheinlich	Blau  2	2	1	10	4	6	3	9	4	3		7	4	1	3	9	4	3		0	0	0
1	moin, hab x gekriegt	Weiﬂ  1	3	113	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
1	Moin. ich hab auch X gesagt bekommen	Weiﬂ  3	3	102	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
1	hey ich hab y bekommen	Weiﬂ  2	3	101	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
1	also alle c w‰hlen	Blau  2	3	99	10	3	1	3	5	1	3		10	3	1	3	5	1	3		0	0	0
1	Also w‰re A meiner Ansicht nach Top	Weiﬂ  3	3	92	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
1	ja 	Weiﬂ  2	3	86	10	1	1	3	3	1	3		10	4	1	3	9	4	3		0	0	0
1	ja, nat¸rlich :)	Weiﬂ  1	3	79	10	1	1	3	3	1	3		10	4	1	3	9	4	3		0	0	0
1	ich finde man sollte es so auslegen dass jeder was davon hat und nicht nur einseitig	Weiﬂ  2	3	66	3	4	1	3	9	4	2		3	4	1	3	9	4	1		0	0	0
1	exakt	Blau  3	3	59	10	4	6	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	c ist nur gut f¸r blau, a f¸r alle	Weiﬂ  1	3	46	10	4	1	3	9	4	2		3	1	1	3	9	4	1		0	0	0
1	daf¸r m¸ssen wir einander vertrauen	Blau  3	3	45	6	4	1	3	9	4	3		6	4	1	3	9	4	3		0	0	0
1	aber du musst es so sehen, dass in 2 von 27 f‰llen beide das angezeigt bekommen was zu 30 eintritt	Blau  2	3	36	8	4	2	3	9	4	3		7	4	4	3	9	4	3		0	0	0
1	b ist doch f¸r beide 	Weiﬂ  2	3	31	10	3	1	3	9	4	3		10	2	1	3	4	1	1		0	0	0
1	gut	Weiﬂ  2	3	27				3				1	10	4	1	3	9	4	3		0	0	0
1	also kann Y ui 70% wajrscheinlich sein 	Blau  2	3	16	8	4	1	3	9	4	3		7	4	1	3	9	4	3		0	0	0
1	oh sorry hatte mich verguckt	Weiﬂ  2	3	8				3				1	10	4	1	3	9	4	3		0	0	0
1	waas?	Weiﬂ  1	3	6				3				1	10	4	1	2	9	4	3		0	0	0
