Period	chat	PlayerName	GroupPlay	TimeInfoPayoffStructureChatMessage	Dimension1_C	Dimension2_C	Dimension3_C	Dimension4_C	Dimension5_C	Dimension6_C	Dimension7_C	Dimension8_C	Dimension9_C	Dimension10_C	Dimension1_H	Dimension2_H	Dimension3_H	Dimension4_H	Dimension5_H	Dimension6_H	Dimension7_H	Dimension8_H	Dimension9_H	Dimension10_H	lie_c	lie_h	lie
1	alt A(weil  situation X ist)	Weiﬂ  2	1	59	1	1	1	3	3	2	3	0	4	0	1	1	1	3	8	2	3	0	4	0	0	0	0
1	ich stimme zu	Weiﬂ  3	1	43	1	1	1	3	3	2	3	0	4	0	10	4	1	1	9	4	3	0	4	0	0	0	0
1	alt b, weil sit y	Weiﬂ  1	1	38	1	2	1	3	4	2	3	0	4	0	1	2	1	3	8	2	3	0	4	0	0	0	0
1	also hab ich dann die falsche indo bekommen	Weiﬂ  1	1	9	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
1	info	Weiﬂ  1	1	1	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
1	situation y	Weiﬂ  3	2	113	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
1	Situation x	Weiﬂ  2	2	105	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
1	weiss 1?	Weiﬂ  3	2	87	10	4	4	3	9	4	3	0	4	0	10	4	4	3	9	4	3	0	4	0	0	0	0
1	Weiﬂ 1, was steht bei dir?	Weiﬂ  2	2	81	10	4	4	3	9	4	3	0	4	0	10	4	4	3	9	4	3	0	4	0	0	0	0
1	weiﬂ 1:  Situation X	Weiﬂ  1	2	50	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
1	alternative a?	Weiﬂ  3	2	39	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
1	ja	Weiﬂ  1	2	36	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
1	Bei Strategie A ist f¸r beide Gruppen der Erwartungswert am hˆchsten!	Weiﬂ  2	2	27	3	1	1	3	3	1	2	0	4	0	10	1	1	3	3	1	2	0	4	0	0	0	0
1	ja. jetzt nur hoffen dass x auch ausf‰llt	Weiﬂ  3	2	6	9	4	1	3	9	4	3	0	4	0	9	4	1	3	9	4	3	0	4	0	0	0	0
1	hi bei mir is situation x	Weiﬂ  1	3	115	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
1	Bei mir auch. 	Weiﬂ  2	3	97	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
1	situation x, alternative A?	Weiﬂ  3	3	89	1	1	1	3	3	2	3	0	4	0	1	1	1	3	8	2	3	0	4	0	0	0	0
1	dann sch‰tze ich w‰hlen wir a?	Weiﬂ  1	3	87	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
1	ja	Weiﬂ  3	3	79	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
1	Supi w¸rde ich auch sagen	Weiﬂ  2	3	78	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
1	tick tack	Weiﬂ  1	3	32	10	4	1	3	9	4	3	0	4	0								1		0	0	0	0
1	moin	Weiﬂ  1	4	102	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
1	A	Weiﬂ  3	4	101	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
1	ja A	Weiﬂ  1	4	86	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
1	hallo	Weiﬂ  2	4	60	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
1	hallo	Weiﬂ  3	4	53	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
1	ich werde Alternative B nehmen, oder?	Weiﬂ  2	4	41	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
1	warum?	Weiﬂ  1	4	33	10	4	1	3	9	4	3	0	4	0	10	4	4	3	9	4	3	0	4	0	0	0	0
1	wir*w¸rden	Weiﬂ  2	4	31	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
1	dann w¸rden wir doch 0 haben mit B	Weiﬂ  1	4	15	8	4	1	3	9	4	1	0	4	0	4	1	2	3	9	4	3	0	4	0	0	0	0
1	wahrscheinlichleit 70% mit 20 Punkte	Weiﬂ  2	4	14	7	4	1	3	9	4	1	0	4	0	7	4	1	3	9	4	3	0	4	0	0	0	0
1	f¸r mich ist  A  besser	Weiﬂ  3	4	2	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
2	X	Weiﬂ  1	1	117	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	diesmal w¸rde ich A	Weiﬂ  3	1	107	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
2	klaro	Weiﬂ  1	1	86	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	was hast du f¸r sit?	Weiﬂ  1	1	77	10	4	1	3	9	4	3	0	4	0	10	4	4	3	9	4	3	0	4	0	0	0	0
2	damit blaue kein Punkte bekommt, falls der COMPUTER RECHT HAT	Weiﬂ  3	1	74	10	4	1	3	9	4	3	0	2	1	10	4	1	2	9	4	1	0	3	0	0	0	0
2	hm... wo ist das Problem falls sie es bekommen sollten	Weiﬂ  1	1	37	10	4	1	3	9	4	3	0	3	0	10	4	4	3	9	4	3	0	3	0	0	0	0
2	ich weiﬂ nicht...haha	Weiﬂ  3	1	27	10	4	1	3	9	4	3	0	3	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	einfach gemein zu sein	Weiﬂ  3	1	19	10	4	1	3	9	4	3	0	2	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	schr‰g	Weiﬂ  1	1	16	10	4	1	3	9	4	3	0	3	0	10	4	1	2	9	4	3	0	4	0	0	0	0
2	h	Weiﬂ  2	1	14	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	bist du 12 oder wie? ))	Weiﬂ  1	1	9	10	4	1	3	9	4	3	0	3	0	10	4	1	2	9	4	3	0	4	0	0	0	0
2	hi situation y	Weiﬂ  1	2	118	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	bei mir x	Weiﬂ  3	2	111	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	stimme zu	Weiﬂ  2	2	110	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	wozu?	Weiﬂ  1	2	107	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	alt Y	Weiﬂ  2	2	106	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	also riskieren b?	Weiﬂ  1	2	99	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
2	ja	Weiﬂ  2	2	93	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	oder safe a?	Weiﬂ  1	2	91	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
2	safe 2 besser	Weiﬂ  3	2	83	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	also ich bin f¸r alt a	Weiﬂ  1	2	67	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
2	A	Weiﬂ  3	2	66	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
2	B	Weiﬂ  2	2	60	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
2	warum b? 	Weiﬂ  3	2	47	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	a kommt eh nicht durch	Weiﬂ  1	2	45	10	4	1	3	9	4	3	0	2	0	10	4	1	3	9	4	3	0	2	0	0	0	0
2	Blaue	Weiﬂ  2	2	41	10	4	1	3	9	4	3	0	2	0	10	4	2	3	9	4	3	0	2	0	0	0	0
2	aber wenn 2 y haben kˆnnen irb riskieren	Weiﬂ  1	2	25	10	4	1	3	9	4	3	0	4	0	10	2	1	3	8	2	3	0	4	0	0	0	0
2	ok	Weiﬂ  2	2	19	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	wir b*	Weiﬂ  1	2	18	10	2	1	3	4	1	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	sie bekommen aber auch 20 punkten	Weiﬂ  3	2	15	10	4	1	3	9	4	1	0	3	0	10	4	1	3	9	4	2	0	3	0	0	0	0
