Subject	client	q_experiment	q_knew_chat	q_knew_voting	q_numKnown_subj	q_duty_inform	q_duty_vote	q_exp_gov	q_exp_people	q_people_gov	q_politicalOpinion	q_male	q_age	q_field_of_study	q_nationality	q_siblings	q_siblings_older	q_siblings_younger	q_opinion_others	q_freedecision	q_trust	q_reciprocity	G1	E1	V1	O1	N1	V2	G2	E2	O2	N2	G3	E3	V3	O3	N3
1	EL-03	einwenig anstregend und langweilig	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	4	7	6	6	6	5	weiblich	36	Jura	Deutsch	0	0	0	7	5	3	6	5	5	2	5	6	6	2	6	7	4	6	4	6	6	6
2	EL-05	die dauer für den chatverlauf war zu lang.	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	10	6	9	5	1	7	weiblich	26	jura	deutsch	1	0	1	6	7	3	5	7	6	5	7	4	4	1	5	5	4	7	4	5	4	4
3	EL-06	Interessant	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	9	3	7	7	2	5	weiblich	28	Journalistik	russland	0	0	0	6	8	3	6	7	5	5	5	5	5	2	5	5	4	6	3	5	5	5
4	EL-07	lang	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	10	7	6	4	5	2	weiblich	24	Soziologie	deutsch	0	0	0	8	7	4	7	6	7	5	7	7	2	3	7	4	5	6	2	7	7	6
5	EL-08	Nicht alle haben das Experiment verstanden, das sollte verbessert werden. Die Ziehung der zufälligen Runden ist undurchsichtig und nicht nachvollziehbar	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	7	5	6	5	6	3	männlich	25	Medizin	Deutsch	2			7	8	3	8	5	5	3	4	5	7	6	6	4	5	6	6	5	4	7
6	EL-09	Sehr spannend zu beobachten, wie andere über ihre Absichten denken und anderen mitteilen.	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	8	5	7	4	4	3	männlich	21	VWL	Deutsch	1	0	1	4	7	3	7	5	5	4	5	4	6	4	5	5	4	5	3	4	4	4
7	EL-10	witzig udn angenehm. steuerbar. 	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	8	6	8	4	5	5	weiblich	27	informatik	deutsch	1	1	0	3	5	3	3	5	3	6	4	5	3	6	4	6	5	5	6	3	5	5
8	EL-11	Interessant zu beobachten, wie sich Gruppen bilden	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	9	10	5	2	8	4	weiblich	26	BWL	Deutsch	4	4	0	6	4	2	10	1	6	5	4	7	4	6	6	7	3	4	3	5	6	2
9	EL-12	Nö. :)	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	2	2	1	8	4	weiblich	21	Kulturwissenschaften	Deutsch	3	1	2	9	7	3	10	6	5	1	5	4	7	2	6	4	4	6	3	6	4	5
10	EL-13	Sehr spannend, die Unterhaltungen mitzulesen	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	10	5	1	4	3	weiblich	28	IT Management und Consulting	deutsch	0	0	0	6	9	6	8	4	6	2	4	5	6	7	7	5	7	4	2	7	7	5
