Period	chat	PlayerName	GroupPlay	TimeInfoPayoffStructureChatMessage	Dimension1_C	Dimension2_C	Dimension3_C	Dimension4_C	Dimension5_C	Dimension6_C	Dimension7_C	Dimension8_C	Dimension9_C	Dimension10_C	Dimension1_H	Dimension2_H	Dimension3_H	Dimension4_H	Dimension5_H	Dimension6_H	Dimension7_H	Dimension8_H	Dimension9_H	Dimension10_H	lie_c	lie_h	lie
1	y liegt laut info vor	Weiﬂ  3	1	103	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
1	also bei mir stand Y	Weiﬂ  2	1	100	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
1	bei mir x	Weiﬂ  1	1	98	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
1	also y sehr wahrscheinlich 	Weiﬂ  3	1	87	9	4	1	3	9	4	3	0	4	0	7	4	1	3	9	4	3	0	4	0	0	0	0
1	dann aber lieber y	Weiﬂ  1	1	84	9	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
1	ja denke auch	Weiﬂ  2	1	77	9	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
1	"gut dann wissen wir was es abzustimmen gilt ;)"	Weiﬂ  3	1	45	9	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
1	jop	Weiﬂ  1	1	32	9	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
1	meine Info: x	Weiﬂ  2	2	112	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
1	y	Weiﬂ  1	2	109	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
1	meine y	Weiﬂ  3	2	107	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
1	nehmen wir a	Weiﬂ  3	2	100	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
1	sicher ist sicher 	Weiﬂ  3	2	97	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
1	";)"	Weiﬂ  3	2	95	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
1	ich w¸rde eher b nehmen	Weiﬂ  1	2	91	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
1	bin auch bei b	Weiﬂ  2	2	53	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
1	ich traue der w'keit	Weiﬂ  1	2	53	7	4	1	3	9	4	3	0	4	0	6	4	1	3	9	4	3	0	4	0	0	0	0
1	ich eher nicht	Weiﬂ  3	2	42	7	4	1	3	9	4	3	0	4	0	5	4	1	3	9	4	3	0	4	0	0	0	0
1	gibt auﬂerdem einen hˆheren erwarteten gewinn, wenn man b nimmt.	Weiﬂ  1	2	12	10	2	1	3	4	1	3	0	4	0	7	2	1	3	4	1	2	0	4	0	0	0	0
1	mir wurde gesagt es liegt x vor	Weiﬂ  2	3	103	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
1	mir auch	Weiﬂ  3	3	95	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
1	mir wurde gesagt y 	Weiﬂ  1	3	79	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
1	ok heiﬂt das die wahrscheinlichkeit f¸r x ist 0,7*0,7=0,49?	Weiﬂ  2	3	32	7	4	1	3	9	4	3	0	4	0	8	4	1	3	9	4	3	0	4	0	0	0	0
1	sollte x vorliegen ist  alternativa a die beste 	Weiﬂ  1	3	14	10	1	1	3	3	2	3	0	4	0	10	1	1	3	8	1	3	0	4	0	0	0	0
1	wie w‰rs mit a? auch wenn es y ist gehen wir nicht leer aus	Weiﬂ  3	3	10	10	1	1	3	3	2	3	0	4	0	4	1	1	3	3	1	3	0	4	0	0	0	0
1	jap das stimmt	Weiﬂ  2	3	3	10	1	1	3	3	2	3	0	4	0	10	4	1	1	9	4	3	0	4	0	0	0	0
1	Mir wurde die Info gegeben es sei Situation Y	Weiﬂ  1	4	97	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
1	Hallo, mir auch	Weiﬂ  2	4	88	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
1	Mir auch	Weiﬂ  3	4	82	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
1	Dann macht B am meisten Sinn, oder?	Weiﬂ  2	4	67	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
1	Dann w¸rde ich f¸r B entscheiden	Weiﬂ  3	4	61	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
1	Ja	Weiﬂ  3	4	51	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
1	Gut :)	Weiﬂ  2	4	46	10	4	1	3	9	4	3	0	4	0	10	4	1	1	9	4	3	0	4	0	0	0	0
1	Naja kann auch immernoch was anderes herauskommen	Weiﬂ  1	4	37	10	4	1	3	9	4	3	0	4	0	8	4	1	3	9	4	3	0	4	0	0	0	0
1	Aber nur zu 30 Prozent	Weiﬂ  2	4	20	10	4	1	3	9	4	3	0	4	0	8	4	1	3	9	4	3	0	4	0	0	0	0
2	Y	Weiﬂ  2	1	119	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	y	Weiﬂ  3	1	116	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	Auch Y	Weiﬂ  1	1	111	2	4	1	3	9	4	3	0	4	0	2	4	1	3	9	4	3	0	4	0	1	1	1
2	B	Weiﬂ  2	1	108	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
2	jap	Weiﬂ  3	1	99	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	Nat¸rlich :))	Weiﬂ  1	1	98	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	da gibt es insegemsamt 30 punkte zu verdinen	Weiﬂ  2	1	92	7	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	jap 	Weiﬂ  3	1	85	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	wie groﬂ ist die wahrscheinlichkeit dass es doch x ist?	Weiﬂ  3	1	70	7	4	1	3	9	4	3	0	4	0	8	4	1	3	9	4	3	0	4	0	0	0	0
2	0,3*0,3*0,3?	Weiﬂ  3	1	62	7	4	1	3	9	4	3	0	4	0	8	4	1	3	9	4	3	0	4	0	0	0	0
2	0,027	Weiﬂ  2	1	61	7	4	1	3	9	4	3	0	4	0	8	4	1	3	9	4	3	0	4	0	0	0	0
2	ok	Weiﬂ  3	1	40	7	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	also in ca jedem 34. mal kommts vor	Weiﬂ  2	1	32	7	4	1	3	9	4	3	0	4	0	8	4	1	3	9	4	3	0	4	0	0	0	0
2	y	Weiﬂ  2	2	117	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	bei mir stamd x	Weiﬂ  3	2	116	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	bei mir stand y	Weiﬂ  1	2	109	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	dann kommt wohl y	Weiﬂ  3	2	100	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	dann bin ich f¸r a!	Weiﬂ  2	2	100	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
